Spectraltype,Temperature (K),absolute-magnitude
,5593,5.128815307
,5660,5.129520199
,5637,5.129620756
,5526,5.130138278
,5526,5.130138278
,5526,5.130138278
,5655,5.130403737
,5644,5.130765404
,5644,5.130765404
,5850,5.131034091
,6043,5.132622062
,6043,5.132622062
,6043,5.132622062
,5645,5.133658919
,5441,5.134678637
,5441,5.134678637
,5638,5.13486763
,5493,5.135067822
,5649,5.135567367
,5678,5.135972567
,5643,5.13637271
,5578,5.137636879
,6053,5.141120458
,6053,5.141120458
,5614,5.141266592
,5668,5.142293249
,5616,5.142796946
,5612,5.143546755
,5582,5.144063405
,5701,5.144619937
,6033,5.145601514
,6033,5.145601514
,5679,5.146265193
,5617,5.146441931
,5617,5.146441931
,5594,5.147818654
,5627,5.148244222
,5560,5.149601329
,5560,5.149601329
,5560,5.149601329
,5560,5.149601329
,5560,5.149601329
,5854,5.149929404
,5854,5.149929404
,5817,5.150788439
,5653,5.15232486
,5626,5.153609538
,5608,5.153672039
,5644,5.154563561
,5658,5.154653972
,5520,5.158625722
,5442,5.16073047
,5629,5.160779907
,5500,5.160790891
,5612,5.161396991
,5302,5.162930738
,5636,5.164432358
,5957,5.165746503
,5957,5.165746503
,5957,5.165746503
,5513,5.165935764
,5513,5.165935764
,5716,5.166217246
,5566,5.166303524
,5586,5.166443693
,5638,5.167935764
,5638,5.167935764
,5913,5.168928148
,5913,5.168928148
,5558,5.169272465
,5664,5.170703308
,5667,5.170864095
,5612,5.172020692
,5612,5.174643468
,5680,5.174910797
,5756,5.177569513
,5614,5.17769189
,5575,5.179902931
,5590,5.181096439
,5479,5.181096439
,5479,5.181096439
,5479,5.181096439
,5367,5.181243748
,5367,5.181243748
,5530,5.18141054
,5494,5.182629447
,5494,5.182629447
,,5.182905371
,5582,5.185056545
,5428,5.186414237
,5428,5.186414237
,5428,5.186414237
,5428,5.186414237
,5938,5.188810225
,5938,5.188810225
,5526,5.192810225
,5526,5.192810225
,5526,5.192810225
,5526,5.192810225
,5556,5.194073397
,5579,5.195184617
,,5.195388804
,,5.195388804
,,5.195388804
,5581,5.196963855
,5598,5.197076716
,5598,5.197076716
,5598,5.197076716
,5612,5.19711861
,5495,5.198010011
,5495,5.198010011
,5495,5.198010011
,5495,5.198010011
,5495,5.198010011
,5495,5.198010011
,5556,5.200753548
,5317,5.201742781
,5616,5.20240991
,5731,5.203481136
,5731,5.203481136
,5672,5.204722887
,5570,5.206868496
,5698,5.207126252
,5611,5.207422443
,5600,5.207755393
,5589,5.20798369
,5675,5.211510798
,5599,5.211838321
,5686,5.212527757
,5622,5.213541445
,5634,5.215413174
,5610,5.215495373
,5547,5.216925678
,5597,5.217263196
,5380,5.219441839
,5575,5.219640912
,5535,5.219810667
,5505,5.222084706
,5526,5.222677399
,5601,5.223454502
,5804,5.225143737
,5804,5.225143737
,5620,5.225446475
,5508,5.227458026
,5557,5.227912617
,5641,5.228395235
,5655,5.229547649
,5544,5.231640144
,5787,5.233377779
,5787,5.233377779
,5739,5.233415597
,5739,5.233415597
,5739,5.233415597
,5739,5.233415597
,5612,5.233755668
,5612,5.233755668
,5371,5.234057084
,5908,5.234177903
,5908,5.234177903
,5399,5.234691423
,5399,5.234691423
,5559,5.235363942
,5520,5.235801735
,5521,5.238005502
,5661,5.238303613
,5631,5.238314012
,5631,5.238314012
,5631,5.238314012
,5346,5.239413174
,5568,5.240090079
,5646,5.24037083
,5646,5.24037083
,5750,5.24116255
,5519,5.241814436
,5519,5.241814436
,5519,5.241814436
,5602,5.242116542
,5723,5.243746628
,5723,5.243746628
,5569,5.244284214
,5502,5.244614121
,5502,5.244614121
,5502,5.244614121
,5460,5.244754546
,5715,5.245667733
,5630,5.246634063
,5541,5.247363942
,5676,5.24890896
,5676,5.24890896
,5676,5.24890896
,5559,5.249097415
,5603,5.25186751
,5657,5.253107632
,5605,5.253379421
,5610,5.254008192
,5464,5.254681427
,5628,5.255172455
,5541,5.255363955
,5549,5.256802026
,5416,5.258943791
,5416,5.258943791
,5550,5.259983142
,5626,5.260442837
,5626,5.260442837
,5596,5.260774701
,5490,5.261298163
,5663,5.262697627
,5663,5.262697627
,5663,5.262697627
,5663,5.262697627
,5663,5.262697627
,5663,5.262697627
,5372,5.26509293
,5372,5.26509293
,5895,5.266174881
,5895,5.266174881
,5609,5.267116542
,5772,5.267280396
,5797,5.268553711
,5797,5.268553711
,5797,5.268553711
,5518,5.270231995
,5399,5.270669679
,6200,5.271175311
,5507,5.271848316
,5557,5.273952773
,5533,5.274960203
,5519,5.275007376
,5447,5.27532486
,5539,5.275363433
,5341,5.277210842
,5752,5.279196482
,5752,5.279196482
,5752,5.279196482
,5512,5.279508094
,5544,5.280497272
,5544,5.280497272
,5731,5.282185873
,5527,5.282391022
,5518,5.284312406
,5826,5.286868496
,5826,5.286868496
,5504,5.287308047
,5250,5.287423526
,5250,5.287423526
,5503,5.288481749
,5503,5.288481749
,5522,5.290128572
,5396,5.290354331
,5436,5.293614984
,5436,5.293614984
,5436,5.293614984
,5436,5.293614984
,5496,5.29432486
,5545,5.295946021
,5523,5.296020598
,5426,5.296101465
,5555,5.298118591
,5555,5.298118591
,5555,5.298118591
,5400,5.30136082
,5528,5.301417575
,5560,5.301791033
,5440,5.302403737
,5453,5.30465833
,5453,5.30465833
,5362,5.306954888
,5515,5.308181179
,5477,5.316304611
,5477,5.316304611
,5329,5.316452024
,5329,5.316452024
,5500,5.317434661
,5522,5.31798145
,5491,5.318544169
,5595,5.320013232
,5774,5.320147782
,5774,5.320147782
,5530,5.32051192
,5527,5.321501441
,5545,5.323637474
,5545,5.323637474
,,5.323685033
,5517,5.323894906
,5400,5.326819459
,5533,5.328984243
,5549,5.330657226
,5392,5.330947528
,5558,5.332687432
,5545,5.33453146
,5519,5.334572421
,5528,5.335434193
,5677,5.336695996
,5494,5.338379421
,5554,5.340211876
,5338,5.340887806
,5403,5.342753548
,5475,5.343319813
,5522,5.343616576
,5900,5.345324464
,5314,5.345449935
,5614,5.347037785
,5418,5.348937431
,5498,5.349811384
,5440,5.350219652
,5725,5.350586639
,5548,5.35205382
,5634,5.352770735
,5431,5.356333827
,5695,5.35888992
,5462,5.360625722
,5462,5.360625722
,5499,5.361391466
,5140,5.363409712
,5478,5.363677399
,5540,5.367377442
,5570,5.369159603
,5520,5.369959735
,6002,5.370974992
,6002,5.370974992
,5271,5.371919897
,5388,5.372781155
,5388,5.372781155
,5625,5.376210842
,5688,5.376233482
,5635,5.376906196
,5635,5.376906196
,5495,5.37760993
,5401,5.379243748
,5401,5.379243748
,5401,5.379243748
,5401,5.379243748
,5434,5.379839121
,5434,5.379839121
,5444,5.382567623
,5444,5.382567623
,5477,5.383491853
,5488,5.383547109
,5502,5.38387153
,5539,5.38418861
,5382,5.384952004
,5294,5.386495153
,5470,5.389408248
,5618,5.390586639
,5550,5.391535084
,5513,5.391876247
,5486,5.393323612
,5615,5.393981472
,5615,5.393981472
,5543,5.394101426
,5552,5.394850022
,5552,5.394850022
,5552,5.394850022
,5552,5.394850022
,5485,5.395980474
,5482,5.396216315
,6035,5.397476008
,5430,5.398615778
,5430,5.398615778
,5461,5.399811384
,5498,5.400108292
,5448,5.402164357
,5695,5.402331633
,5885,5.40286751
,5885,5.40286751
,5282,5.402929487
,5485,5.404308047
,5788,5.408870532
,5788,5.408870532
,5818,5.412547649
,5818,5.412547649
,5443,5.413895729
,5450,5.414153095
,5508,5.414917797
,5422,5.416586639
,5381,5.416811384
,5381,5.416811384
,5381,5.416811384
,5434,5.41790896
,5446,5.419124971
,5421,5.419415597
,5473,5.421451176
,5847,5.424797782
,5847,5.424797782
,5623,5.425068078
,5474,5.430111258
,5456,5.431033398
,5569,5.435223714
,5569,5.435223714
,5582,5.438514288
,5479,5.438734134
,5453,5.439791967
,5455,5.439901118
,5444,5.44300613
,5442,5.444261896
,5403,5.446945067
,5403,5.446945067
,5538,5.44769189
,5600,5.447719491
,5600,5.447719491
,5416,5.448387475
,5438,5.448703225
,5468,5.448931473
,5603,5.450297253
,5603,5.450297253
,5603,5.450297253
,5452,5.450779907
,5493,5.452213977
,,5.453589856
,5416,5.45526444
,5297,5.455614121
,5297,5.455614121
,5297,5.455614121
,5418,5.455869622
,5471,5.456841401
,5378,5.457221258
,5378,5.457221258
,5365,5.457585257
,5471,5.459001509
,5471,5.459001509
,5470,5.45937731
,5196,5.459871349
,5196,5.459871349
,5196,5.459871349
,5196,5.459871349
,5196,5.459871349
,5358,5.460232628
,5358,5.460232628
,5438,5.461301198
,5519,5.462673921
,5519,5.462673921
,5620,5.464120601
,5620,5.464120601
,5437,5.464463671
,5453,5.464898098
,5900,5.464983568
,5484,5.465455698
,5484,5.465455698
,5484,5.465455698
,5484,5.465455698
,5410,5.46586947
,5461,5.46588727
,5630,5.46750899
,5507,5.471781371
,5471,5.471923126
,5527,5.48032486
,5010,5.48114327
,5476,5.482203483
,5518,5.489497507
,5571,5.491114368
,5571,5.491114368
,5571,5.491114368
,5486,5.49190147
,5468,5.496700043
,5427,5.497860517
,5523,5.498965236
,5388,5.503153635
,5390,5.504018542
,5385,5.505051803
,5385,5.505051803
,5385,5.505051803
,5472,5.509971937
,5387,5.511365979
,5510,5.514393726
,5576,5.514850022
,5302,5.515280322
,5302,5.515280322
,5515,5.519623213
,5381,5.519888653
,5347,5.520853589
,5416,5.523507744
,5527,5.524051883
,4790,5.529243748
,5436,5.532535055
,5449,5.535911207
,5564,5.536800315
,5523,5.537270572
,5440,5.54
,5368,5.542000097
,5535,5.545691394
,5431,5.547904525
,5431,5.55037271
,5280,5.550929762
,5352,5.552868564
,5419,5.553175728
,5363,5.556102015
,5285,5.557009152
,5403,5.557920713
,5524,5.560325706
,5403,5.561148185
,5312,5.561517063
,5528,5.562941531
,5528,5.562941531
,5528,5.562941531
,5360,5.563124971
,5360,5.563124971
,5406,5.563533207
,5445,5.564198055
,5393,5.564550065
,5400,5.570475743
,5400,5.570475743
,5355,5.571305726
,5573,5.572244222
,5573,5.572244222
,5573,5.572244222
,5403,5.575623213
,5330,5.576003265
,5307,5.577379421
,5304,5.580334383
,5311,5.58290389
,5361,5.584937431
,5361,5.584937431
,5333,5.58637083
,5333,5.58637083
,5310,5.59136082
,5393,5.591923126
,5580,5.593039456
,5405,5.593130452
,5374,5.594860625
,5433,5.599744831
,5433,5.599744831
,5433,5.599744831
,5568,5.600299957
,5352,5.602002033
,5309,5.602169426
,5309,5.602169426
,5309,5.602169426
,5250,5.602501875
,5353,5.60286751
,5322,5.603966235
,5322,5.603966235
,5345,5.60405535
,5350,5.604302838
,5373,5.604957679
,5267,5.605213977
,5194,5.606714343
,5194,5.606714343
,5194,5.606714343
,5194,5.606714343
,5417,5.607280322
,5417,5.607280322
,5417,5.607280322
,5417,5.607280322
,5545,5.611550065
,5327,5.611963565
,5650,5.612325765
,5441,5.613175728
,5298,5.615360732
,5327,5.615441639
,5322,5.617872865
,5413,5.6197935
,5413,5.6197935
,5413,5.6197935
,5266,5.622309967
,5266,5.622309967
,5747,5.623571393
,5346,5.625297253
,,5.627944688
,5343,5.628265242
,5324,5.629921301
,5550,5.633095045
,5221,5.633385106
,5588,5.635491487
,5588,5.635491487
,5387,5.637492011
,5248,5.637914523
,5296,5.638945135
,5334,5.639258321
,5740,5.641060863
,5265,5.64161148
,5265,5.64161148
,5673,5.641671155
,5346,5.645345395
,5281,5.651904513
,5394,5.653574906
,5301,5.65690385
,5181,5.657116981
,5315,5.658122559
,5194,5.662174486
,5194,5.662174486
,5409,5.662298251
,5214,5.663790891
,5214,5.663790891
,5243,5.663998294
,5243,5.663998294
,5243,5.663998294
,5243,5.663998294
,5308,5.665479469
,5145,5.665700517
,5145,5.665700517
,5359,5.666853204
,5460,5.667992703
,5460,5.667992703
,5186,5.671213383
,5288,5.671355548
,5430,5.672044875
,5430,5.672044875
,5430,5.672044875
,5185,5.677723255
,5185,5.677723255
,5185,5.677723255
,5280,5.677759908
,5654,5.679070241
,5654,5.679070241
,5293,5.680299098
,5316,5.682860032
,5424,5.684530431
,5187,5.685510786
,5187,5.685510786
,5256,5.686841401
,5411,5.687614984
,5411,5.687614984
,5206,5.689610928
,5206,5.689610928
,5419,5.691048455
,5324,5.694374092
,5323,5.695020692
,5460,5.698535084
,5460,5.698535084
,5418,5.701147782
,5315,5.701159603
,5370,5.706952552
,5310,5.711636879
,5240,5.712669679
,5282,5.715998294
,5383,5.717333677
,5217,5.717852647
,,5.718487496
,,5.718487496
,,5.718487496
,,5.718487496
,5262,5.719459952
,5226,5.721856152
,5301,5.723219744
,5282,5.723802026
,5247,5.728130452
,5212,5.728978984
,5212,5.728978984
,5306,5.728984243
,5306,5.728984243
,5261,5.729019856
,5525,5.729927144
,5322,5.733458026
,5242,5.733762021
,5331,5.733860517
,5275,5.734630663
,5275,5.734630663
,5293,5.7357935
,5256,5.736824701
,5256,5.736824701
,5256,5.736824701
,5256,5.736824701
,5279,5.737314012
,4575,5.738397149
,5311,5.739048077
,5311,5.739048077
,5200,5.739087409
,5300,5.739690646
,5300,5.739690646
,5303,5.73991339
,5330,5.739935171
,5190,5.742550065
,5190,5.742550065
,5123,5.743720642
,5123,5.743720642
,5279,5.745077052
,5247,5.745495709
,5262,5.746146474
,5166,5.749553715
,5166,5.749553715
,5404,5.749847318
,5404,5.749847318
,5329,5.751776516
,5329,5.751776516
,5232,5.751999141
,5297,5.756442561
,5360,5.756730257
,5360,5.756730257
,5253,5.758350825
,5312,5.760491556
,5403,5.761019856
,5130,5.762847479
,5333,5.765324791
,5568,5.766231995
,5554,5.766260119
,5554,5.766260119
,5554,5.766260119
,5246,5.768787453
,5246,5.768787453
,5254,5.768895499
,5321,5.769314439
,5194,5.770180584
,5248,5.770368301
,5433,5.777302997
,5200,5.77945956
,5227,5.780487496
,5260,5.783920713
,5227,5.784325706
,5268,5.790819459
,5212,5.791720736
,5337,5.792906196
,5232,5.79360448
,5232,5.79360448
,5232,5.79360448
,5232,5.79360448
,5236,5.794327946
,5264,5.796813876
,5268,5.798419
,5332,5.802049967
,5252,5.807869735
,5261,5.808544318
,5239,5.809943017
,5206,5.812572927
,5425,5.817620617
,5376,5.820527181
,5376,5.820527181
,5108,5.820777618
,5210,5.821753548
,5203,5.824020021
,5176,5.824368913
,5213,5.825075977
,5282,5.825128334
,5282,5.825128334
,5282,5.825128334
,5286,5.825520199
,5519,5.826217753
,5157,5.826408115
,5643,5.826906196
,5643,5.826906196
,5643,5.826906196
,5137,5.82720305
,5308,5.828250108
,5272,5.837434661
,5272,5.837434661
,5272,5.837434661
,5181,5.838829005
,5188,5.841549206
,5214,5.842441639
,5212,5.842441839
,5160,5.842713539
,5201,5.843057809
,5198,5.845976495
,5106,5.846943017
,5106,5.846943017
,5193,5.847474838
,5299,5.84798642
,5299,5.84798642
,5299,5.84798642
,5299,5.84798642
,5299,5.84798642
,5281,5.848524208
,5259,5.853078127
,5213,5.854217753
,5261,5.857620756
,5183,5.858462384
,5156,5.861031201
,5078,5.863410097
,5078,5.863410097
,5211,5.865718191
,4910,5.869359822
,5335,5.870048077
,5191,5.870546755
,5160,5.875314012
,5218,5.87712908
,5185,5.877604568
,4700,5.877687873
,5355,5.878462384
,5355,5.878462384
,5208,5.879327946
,5230,5.879543705
,5215,5.88061483
,5128,5.881307826
,5128,5.881307826
,5180,5.881318422
,5202,5.883057625
,5221,5.883158602
,5130,5.883520602
,5208,5.887461549
,5208,5.887461549
,5208,5.887461549
,5491,5.889858524
,5153,5.890641989
,5122,5.891365255
,5675,5.894393726
,4925,5.895760907
,4925,5.895760907
,4925,5.895760907
,4925,5.895760907
,4925,5.895760907
,5425,5.896623957
,5186,5.896890239
,5378,5.897744551
,5378,5.897744551
,5378,5.897744551
,5378,5.897744551
,5378,5.897744551
,5107,5.897864544
,5131,5.898093174
,5000,5.9
,5144,5.9015197
,5315,5.904013232
,5315,5.904013232
,5235,5.904057625
,5235,5.904057625
,5274,5.905120934
,5274,5.905120934
,5170,5.905433217
,5216,5.907442561
,5200,5.909992743
,5196,5.910149978
,5162,5.910201223
,5100,5.91141054
,5100,5.91141054
,5100,5.91141054
,5100,5.91141054
,5428,5.911916059
,5196,5.91296936
,5148,5.915258321
,5208,5.915895499
,5208,5.915895499
,5166,5.915967312
,5098,5.917416499
,5098,5.917416499
,5072,5.917847318
,5110,5.917904743
,5110,5.917904743
,5165,5.91931233
,,5.927654963
,,5.927654963
,5099,5.929228105
,5171,5.936487496
,5105,5.941858235
,5105,5.941858235
,5105,5.941858235
,5100,5.94637083
,5100,5.94637083
,5100,5.94637083
,5143,5.946395235
,5220,5.946940465
,5176,5.949232169
,5178,5.952497272
,5178,5.952497272
,5222,5.952856851
,5182,5.954892777
,5101,5.9555294
,5105,5.958117291
,5228,5.958869411
,5228,5.958869411
,5094,5.959677399
,5094,5.959677399
,5121,5.962442561
,5192,5.964583195
,5132,5.968201781
,5160,5.977368913
,5160,5.977368913
,5160,5.977368913
,5088,5.980936572
,5088,5.980936572
,5211,5.981119338
,5211,5.981119338
,5127,5.983662296
,5148,5.984140029
,5148,5.984140029
,5203,5.989228105
,5178,5.989582948
,5178,5.989582948
,5123,5.992802026
,5215,5.993197968
,5102,5.995201541
,5100,5.997203483
,5074,6.000773192
,5135,6.001849163
,5135,6.001849163
,4997,6.006551352
,4997,6.006551352
,4997,6.006551352
,4997,6.006551352
,4997,6.006551352
,5166,6.007586639
,5166,6.007586639
,5650,6.00860357
,5075,6.009020739
,5066,6.016644058
,5044,6.017055625
,5235,6.017716455
,5099,6.018128334
,,6.019790522
,,6.019790522
,5241,6.0200196
,4995,6.022730156
,5049,6.024025808
,5180,6.024491487
,5180,6.024491487
,5180,6.024491487
,5188,6.028097415
,5079,6.028160075
,5165,6.032769424
,5106,6.035120458
,5060,6.037563305
,5066,6.037724024
,4807,6.039265242
,5152,6.039305144
,5175,6.039742798
,5096,6.043169426
,5099,6.046481136
,5358,6.047427256
,5044,6.049084706
,5000,6.050634771
,5097,6.052191531
,4910,6.055167522
,4910,6.055167522
,5131,6.055870043
,5131,6.055870043
,5131,6.055870043
,5187,6.056991495
,5307,6.064381115
,5307,6.064381115
,5625,6.064850022
,5181,6.066041553
,5053,6.066136704
,5127,6.068788293
,4975,6.069254375
,4975,6.069254375
,4975,6.069254375
,4975,6.069254375
,5413,6.069426121
,5413,6.069426121
,5413,6.069426121
,5039,6.075599913
,5089,6.077596433
,5117,6.079379421
,5117,6.079379421
,5042,6.079870714
,5020,6.07989453
,5328,6.085591618
,5044,6.086376045
,5482,6.087044619
,5047,6.091324791
,5071,6.095117688
,5262,6.095342032
,5441,6.09967319
,5441,6.09967319
,5441,6.09967319
,5080,6.100095045
,5006,6.103164357
,5009,6.105209843
,5054,6.108078127
,5079,6.108476008
,4920,6.111019334
,5069,6.111408115
,5078,6.114811384
,5021,6.116628854
,5046,6.116658919
,5046,6.116658919
,5046,6.116658919
,5046,6.116658919
,5046,6.116658919
,4914,6.116870532
,4914,6.116870532
,5150,6.118337518
,5219,6.11998888
,5233,6.122085223
,5014,6.12480395
,5120,6.126002033
,5120,6.126002033
,5120,6.126002033
,5044,6.128186944
,5100,6.129431288
,5100,6.129431288
,5100,6.129431288
,5046,6.133592539
,,6.137666905
,,6.137666905
,,6.137666905
,5622,6.138563583
,5131,6.140696352
,5043,6.144089019
,5071,6.148327946
,5069,6.148905371
,5652,6.151851009
,5652,6.151851009
,5026,6.157566181
,5001,6.159413439
,4864,6.160486295
,4985,6.16126652
,4985,6.16126652
,4985,6.16126652
,5172,6.16319755
,5131,6.163681346
,4955,6.164285301
,4955,6.164285301
,4955,6.164285301
,4940,6.16472164
,4976,6.166318422
,5063,6.169063368
,5043,6.169760907
,5043,6.169760907
,5263,6.17136435
,4800,6.173547109
,5064,6.174508941
,5018,6.17519119
,5018,6.17519119
,5018,6.17519119
,5018,6.17519119
,5139,6.176551454
,5108,6.179164357
,5331,6.179261896
,4954,6.181025119
,4954,6.181025119
,4954,6.181025119
,4954,6.181025119
,5245,6.181630663
,5030,6.183437745
,4984,6.187138278
,5052,6.188868564
,5048,6.189896482
,5053,6.191414609
,5053,6.191414609
,5027,6.197914631
,4931,6.198995056
,4931,6.198995056
,4990,6.199303613
,5222,6.205159603
,4875,6.212629159
,5036,6.21590896
,5036,6.21590896
,5036,6.21590896
,4983,6.217164357
,4990,6.219759908
,5001,6.223002033
,4984,6.22300613
,4984,6.22300613
,4984,6.22300613
,4967,6.22441054
,4926,6.230781155
,5413,6.233287367
,5413,6.233287367
,5413,6.233287367
,4861,6.234478597
,4861,6.234478597
,4954,6.234560518
,4915,6.237744551
,4990,6.2388077
,5000,6.240328033
,4940,6.241173152
,5020,6.245625986
,5020,6.245625986
,5147,6.24690896
,5147,6.24690896
,4944,6.24832603
,5068,6.25084437
,5068,6.25084437
,5065,6.250898576
,4918,6.2512386
,4918,6.2512386
,4918,6.2512386
,4551,6.251319725
,4963,6.252590912
,5358,6.257008851
,4951,6.259293715
,4913,6.265895464
,4945,6.266095057
,5000,6.269359822
,4909,6.285036574
,4909,6.285036574
,4909,6.285036574
,4909,6.285036574
,4909,6.285036574
,4961,6.285438668
,4780,6.285966613
,4780,6.285966613
,,6.287474838
,4992,6.288383369
,4985,6.290334383
,4939,6.291768295
,4895,6.293078127
,4996,6.297965285
,5326,6.303374343
,4948,6.304251993
,4974,6.307542846
,4974,6.307542846
,4919,6.307910797
,5275,6.311361206
,5275,6.311361206
,5275,6.311361206
,5507,6.31418909
,5507,6.31418909
,4908,6.314765404
,4893,6.315831417
,4904,6.319131374
,4985,6.319718191
,4985,6.319718191
,4870,6.319943017
,4913,6.322095057
,4976,6.323187226
,4730,6.327270913
,5213,6.338857265
,4903,6.339201781
,4965,6.340219854
,4838,6.340650195
,4897,6.342709852
,5054,6.343790168
,4906,6.343924679
,4886,6.346872865
,4782,6.358903526
,4942,6.361391466
,4942,6.361391466
,4861,6.361717532
,4865,6.363424927
,4870,6.368057809
,5009,6.375025119
,4700,6.375149978
,4850,6.376173152
,4862,6.382000852
,4937,6.383979102
,5060,6.390422223
,4970,6.391822907
,5017,6.394533347
,4710,6.395674049
,4710,6.395674049
,4971,6.396895729
,4828,6.398553715
,4897,6.406093174
,4841,6.408201781
,4868,6.411734618
,4857,6.41502318
,4848,6.417304611
,4881,6.417661392
,,6.419949785
,,6.419949785
,4731,6.420264346
,4731,6.420264346
,4731,6.420264346
,4731,6.420264346
,4836,6.423543109
,4725,6.428299098
,4725,6.428299098
,4919,6.429057625
,4890,6.430430301
,4890,6.430430301
,4890,6.430430301
,4890,6.430430301
,4723,6.433312712
,4935,6.436726166
,4935,6.436726166
,4935,6.436726166
,4935,6.436726166
,4880,6.440130452
,4880,6.440130452
,4880,6.440130452
,4877,6.440632326
,4861,6.458543109
,4828,6.45946399
,4817,6.46272811
,4871,6.467010011
,4834,6.467699185
,4668,6.471965285
,4668,6.471965285
,4802,6.473455704
,5089,6.480304611
,4995,6.483265242
,4812,6.486565974
,4850,6.487505172
,5013,6.488325436
,4699,6.4887935
,4699,6.4887935
,4699,6.4887935
,4699,6.4887935
,4699,6.4887935
,4699,6.4887935
,4781,6.489833164
,4781,6.489833164
,4726.29,6.491588557
,4250,6.496543705
,4836,6.498090939
,4830,6.509764809
,4758,6.511500803
,4755,6.51291868
,4877,6.519004911
,4877,6.519004911
,4937,6.521318524
,4661,6.533341509
,4661,6.533341509
,4815,6.534572927
,5015,6.541304171
,4779,6.54560448
,4770,6.546497272
,4730,6.549343878
,5315,6.549400087
,4776,6.552647485
,4839,6.552940961
,4747,6.55610013
,4870,6.557071773
,4870,6.557071773
,4713,6.560343565
,4713,6.560343565
,4200,6.568159989
,4819,6.570902826
,4950,6.574982005
,4950,6.574982005
,4950,6.574982005
,4754,6.576455841
,4950,6.577042258
,4796,6.579013674
,4924,6.591260641
,4924,6.591260641
,4870,6.592274949
,4812,6.594316077
,4812,6.594316077
,4739,6.597628854
,4813,6.600387475
,4813,6.600387475
,4781,6.609316896
,4956,6.610328618
,4956,6.610328618
,4956,6.610328618
,4956,6.610328618
,4956,6.610328618
,4708,6.613543109
,4776,6.637768701
,4751,6.640754546
,4709,6.640869411
,4692,6.641202648
,4723,6.653724158
,4803,6.65845956
,4590,6.666290007
,4590,6.666290007
,4677,6.674714422
,4679,6.678619506
,4662,6.686070417
,4712,6.687130452
,4726,6.689659778
,4700,6.690441839
,4623,6.700464418
,4623,6.700464418
,4605,6.705299098
,4605,6.705299098
,4605,6.705299098
,4710,6.70951071
,4710,6.70951071
,,6.714925999
,,6.721967826
,4642,6.732497272
,5900,6.739243748
,5055,6.740729452
,5055,6.740729452
,4651,6.741759516
,4655,6.744430301
,4653,6.752474838
,4648,6.754440538
,4648,6.754440538
,4648,6.754440538
,,6.764227225
,,6.764227225
,4899,6.774376861
,4812,6.774557898
,4691,6.777214953
,4630,6.781119338
,4598,6.781531952
,4720,6.781872684
,4598,6.79422703
,4598,6.79422703
,4816,6.796047568
,4816,6.796047568
,,6.805069076
,4611,6.813553715
,4842,6.813713452
,4695,6.815738681
,4746,6.831535853
,4647,6.837056545
,4673,6.837559767
,4699,6.842650195
,4699,6.842650195
,4601,6.843887583
,4498,6.85105535
,4498,6.85105535
,4597,6.851841372
,4096,6.859060775
,4096,6.859060775
,4803,6.865727553
,4665,6.877534028
,4584,6.878070417
,4347,6.879128334
,4347,6.879128334
,4347,6.879128334
,4687,6.887128344
,,6.89057418
,,6.89057418
,4644,6.897203483
,4651,6.901057625
,4651,6.901057625
,5080,6.901082017
,4465,6.902847318
,4465,6.902847318
,4465,6.902847318
,4559,6.90292317
,4559,6.90292317
,4625,6.908047466
,4625,6.908047466
,4510,6.91517864
,4510,6.91517864
,4510,6.91517864
,4493,6.920141358
,4493,6.920141358
,4493,6.920141358
,4508,6.923661898
,4508,6.923661898
,4736,6.92977602
,4587,6.932535678
,4500,6.935077052
,4671,6.945320695
,4504,6.95313326
,4504,6.95313326
,3972,6.95936034
,4521,6.965251993
,4554,6.969041553
,4512,6.976017489
,4612,6.979607181
,4540,6.981493543
,4529,6.991019448
,4645,6.995828439
,4503,6.996598823
,4775,7.00409377
,4613,7.00532956
,4523,7.01111337
,4716,7.014299679
,4503,7.019258321
,4503,7.019258321
,4503,7.019258321
,4503,7.019258321
,4503,7.019258321
,4742,7.024196191
,4742,7.024196191
,4499,7.032896384
,4499,7.032896384
,4499,7.032896384
,4540,7.040658919
,4540,7.040658919
,4540,7.040658919
,4540,7.040658919
,4540,7.040658919
,4540,7.040658919
,4740,7.043987704
,4524,7.0470196
,4483,7.050829005
,4511,7.065659778
,4650,7.070925678
,4208,7.097116213
,4208,7.097116213
,4445,7.098943017
,4433,7.106674049
,4595,7.1135098
,4648,7.122484493
,4648,7.122484493
,4880,7.134877059
,4880,7.134877059
,4422,7.152440538
,4503,7.15483352
,4551,7.162034383
,4407,7.162318422
,4434,7.172278137
,4439,7.196914787
,4500,7.201594573
,4500,7.201594573
,4500,7.201594573
,4435,7.202929885
,4508,7.219535678
,4715,7.227450053
,4350,7.228410097
,4350,7.228410097
,4632,7.239396396
,4632,7.239396396
,4632,7.239396396
,4632,7.239396396
,4103,7.275011194
,4346,7.27577602
,5529,7.302558721
,4402,7.30586947
,4402.71,7.32215841
,4402.71,7.32215841
,4469.51,7.323321983
,4676,7.334974661
,4674.13,7.338634872
,4175,7.339813663
,4299,7.344868169
,4259,7.345393726
,4259,7.345393726
,4372,7.345424927
,4392,7.34599138
,4339,7.351589521
,4285,7.371038905
,4285,7.371038905
,4285,7.371038905
,4285,7.371038905
,4434,7.374715039
,4629,7.380032932
,4629,7.380032932
,4306,7.385207787
,4298,7.387778832
,4356.47,7.392058094
,4300,7.408454502
,4430,7.411115278
